sample	tax_id	abundance	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species_subgroup	species_group	estimated_counts
SX03098	871696	0.000276404946335235	Pedobacter ginsengiterrae	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	FCB group	Bacteria				12.1690041673551
SX03098	2488994	0.000443014874795447	Pedobacter nototheniae	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	FCB group	Bacteria				19.5041728777443
SX03098	869962	0.00032722149920591	Pedobacter boryungensis	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	FCB group	Bacteria				14.4062537240394
SX03098	1537388	0.000470188746566698	Pedobacter daejeonensis	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	FCB group	Bacteria				20.7005297563454
SX03098	253245	0.000377601135787221	Owenweeksia hongkongensis	Owenweeksia	Schleiferiaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	FCB group	Bacteria				16.6242676041682
SX03098	2584940	0.000690460363440569	Hymenobacter sp. DG01	Hymenobacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	FCB group	Bacteria				30.3982079608345
SX03098	1352	0.000873543145196984	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				38.4586105104424
SX03098	666702	0.00126433875083331	Undibacterium oligocarboniphilum	Undibacterium	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria				55.6637778441875
SX03098	142	0.00116214427195371	Borrelia turicatae	Borrelia	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes		Bacteria				51.1645637170341
SX03098	214853	0.000732836950603382	Anaerofustis stercorihominis	Anaerofustis	Eubacteriaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				32.2638795872645
SX03098	665126	0.00424683371968474	Prosthecomicrobium hirschii	Prosthecomicrobium	Hyphomicrobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria				186.97110134284
SX03098	520762	0.000317642731969555	Thermotalea metallivorans	Thermotalea	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				13.9845389176916
SX03098	219290	0.000699415126723575	Mycoplasma vulturii	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria				30.7924503691321
SX03098	100176	0.00374704101417735	Papillibacter cinnamivorans	Papillibacter	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				164.967227690172
SX03098	1206	0.000552196334179624	Trichodesmium erythraeum	Trichodesmium	Microcoleaceae	Oscillatoriales		Cyanobacteria	Terrabacteria group	Bacteria				24.3109958085921
SX03098	54313	0.000344334780047635	Tychonema bourrellyi	Tychonema	Microcoleaceae	Oscillatoriales		Cyanobacteria	Terrabacteria group	Bacteria				15.1596830263772
SX03098	1097	0.00579546938785946	Chlorobaculum tepidum	Chlorobaculum	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	FCB group	Bacteria				255.1513352699
SX03098	1396	0.000463635720551293	Bacillus cereus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria			Bacillus cereus group	20.4120262329912
SX03098	410840	0.0025223220630847	Kaistia dalseonensis	Kaistia	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria				111.047751149367
SX03098	81895	0.000363869276229088	Prosthecomicrobium pneumaticum	Prosthecomicrobium	Hyphomicrobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria				16.0197087552618
SX03098	2596890	0.000342929303990828	Planctomycetes bacterium SRT547					Planctomycetes	PVC group	Bacteria				15.0978055375002
SX03098	120	0.002851072877498	Planctopirus limnophila	Planctopirus	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	PVC group	Bacteria				125.521334504727
SX03098	2528019	0.000266245308054659	Planctopirus ephydatiae	Planctopirus	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	PVC group	Bacteria				11.7217159324144
SX03098	2598579	0.00469980441627983	Limnoglobus roseus	Limnoglobus	Gemmataceae	Gemmatales	Planctomycetia	Planctomycetes	PVC group	Bacteria				206.913589231136
SX03098	2610895	0.000656479673839227	Flintibacter sp. KGMB00164	Flintibacter		Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				28.9021741204458
SX03098	47246	0.00151470821838519	[Clostridium] viride		Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				66.6865440226263
SX03098	1414720	0.00420722070664525	Clostridium saudiense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				185.227098830764
SX03098	1559	0.00087917292815335	Clostridium tertium	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				38.7064673348794
SX03098	287	0.000666651341348475	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria			Pseudomonas aeruginosa group	29.349991954208
SX03098	1967666	0.00081731705115997	Microcystis sp. MC19	Microcystis	Microcystaceae	Chroococcales		Cyanobacteria	Terrabacteria group	Bacteria				35.9832004943688
SX03098	2141	0.000427134251025127	Spiroplasma ixodetis	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria				18.8050125356322
SX03098	29363	0.00351126228289956	Clostridium paraputrificum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				154.586833266936
SX03098	1562124	0.000841065997929641	Hymenobacter glacieicola	Hymenobacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	FCB group	Bacteria				37.0287716248504
SX03098	45362	0.000569534568481825	Mycoplasma bovoculi	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria				25.0743289119808
SX03098	28901	0.0031303422347712	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria				137.816447228037
SX03098	1268548	0.000635628831996358	Taibaiella koreensis	Taibaiella	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	FCB group	Bacteria				27.9841949574716
SX03098	1649169	0.000396225184003778	Taibaiella soli	Taibaiella	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	FCB group	Bacteria				17.4442099509503
SX03098	1707527	0.000342686561211714	Brevibacillus sediminis	Brevibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				15.0871185439069
SX03098	59803	0.00101147100066665	Sphingomonas echinoides	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria				44.53102227535
SX03098	171286	0.00056822755764473	Mycoplasma lagogenitalium	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria				25.0167864528669
SX03098	1842539	0.000367807636606055	Bosea sp. RAC05	Bosea	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria				16.1930990092182
SX03098	1776391	0.000914625309345641	Romboutsia timonensis	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				40.2672938692512
SX03098	300419	0.00503436701778777	Catellicoccus marimammalium	Catellicoccus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				221.643042325125
SX03098	1465	0.000463955004276197	Brevibacillus laterosporus	Brevibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				20.4260830182639
SX03098	454144	0.000439872208815061	Persicirhabdus sediminis	Persicirhabdus	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	PVC group	Bacteria				19.3658138652919
SX03098	316	0.00105744695524241	Pseudomonas stutzeri	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria		Pseudomonas stutzeri subgroup	Pseudomonas stutzeri group	46.5551596515023
SX03098	654	0.00149421863473035	Aeromonas veronii	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria				65.7844696126384
SX03098	1368474	0.000617511821849169	Romboutsia sedimentorum	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				27.1865754687315
SX03098	499059	0.000865289227755289	Spongitalea numazuensis	Spongitalea	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	FCB group	Bacteria				38.0952235411544
SX03098	1763828	0.00032228605797078	Hankyongella ginsenosidimutans	Hankyongella	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria				14.1889659882216
SX03098	2499629	0.00035716904556212	Edaphocola flava	Edaphocola	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	FCB group	Bacteria				15.7247243999179
SX03098	980427	0.000850555159651502	Deinococcus wulumuqiensis	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Terrabacteria group	Bacteria				37.446541458817
SX03098	106649	0.000689639318636353	Acinetobacter guillouiae	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria				30.3620606422841
SX03098	1610899	0.000600208421371573	Roseimarinus sediminis	Roseimarinus	Prolixibacteraceae	Marinilabiliales	Bacteroidia	Bacteroidetes	FCB group	Bacteria				26.4247759593049
SX03098	2528020	0.000477840328165937	Planctomycetes bacterium KS4					Planctomycetes	PVC group	Bacteria				21.0373982878336
SX03098	70998	0.00125476142322756	Lewinella persica	Lewinella	Lewinellaceae	Saprospirales	Saprospiria	Bacteroidetes	FCB group	Bacteria				55.2421264190167
SX03098	293069	0.000931485121339287	Leptospira yanagawae	Leptospira	Leptospiraceae	Leptospirales	Spirochaetia	Spirochaetes		Bacteria				41.0095639520835
SX03098	360055	0.000807283807922057	Zavarzinella formosa	Zavarzinella	Gemmataceae	Gemmatales	Planctomycetia	Planctomycetes	PVC group	Bacteria				35.5414769275765
SX03098	869555	0.00380966949507456	Paenibacillus aceris	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				167.724509190152
SX03098	1036180	0.000300224422690228	Massilia lurida	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria				13.21768043336
SX03098	1490	0.00113706805322357	Paraclostridium bifermentans	Paraclostridium	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				50.0605581112207
SX03098	162160	0.000252867750166663	Pseudoalteromonas telluritireducens	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria		Bacteria				11.1327555688375
SX03098	863372	0.000666651341348475	Herbaspirillum huttiense	Herbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria				29.349991954208
SX03098	34071	0.000367811882667198	Telluria mixta	Telluria	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria				16.193285946306
SX03098	582	0.000921107393972916	Morganella morganii	Morganella	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria				40.5526741270516
SX03098	2497860	0.00126433875083331	Cellulosilyticum sp. WCF-2	Cellulosilyticum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				55.6637778441875
SX03098	360056	0.000501142336889216	Schlesneria paludicola	Schlesneria	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	PVC group	Bacteria				22.0632925238846
SX03098	713059	0.00070742773328637	Candidatus Saccharibacteria bacterium oral taxon 488					Candidatus Saccharibacteria	Bacteria candidate phyla	Bacteria				31.1452133856657
SX03098	732238	0.00029884370474242	Povalibacter uvarum	Povalibacter	Steroidobacteraceae	Nevskiales	Gammaproteobacteria	Proteobacteria		Bacteria				13.1568929449898
SX03098	1534	0.000593876527134951	Clostridium kluyveri	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				26.1460079836434
SX03098	392589	0.000252867750166663	Perlucidibaca piscinae	Perlucidibaca	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria				11.1327555688375
SX03098	94869	0.000321831682030298	Clostridium gasigenes	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				14.1689616330659
SX03098	282199	0.000322000112795826	Nereida ignava	Nereida	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria				14.176376965949
SX03098	1592105	0.00142185638823767	Tellurimicrobium multivorans	Tellurimicrobium	Blastocatellaceae	Blastocatellales	Blastocatellia	Acidobacteria		Bacteria				62.5986493485518
SX03098	93973	0.000392487891956618	Shewanella japonica	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria		Bacteria				17.2796719312821
SX03098	666	0.000229879772878784	Vibrio cholerae	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria		Bacteria				10.1206868807614
SX03098	232348	0.00029884370474242	Synechococcus sp. CB0101	Synechococcus	Synechococcaceae	Synechococcales		Cyanobacteria	Terrabacteria group	Bacteria				13.1568929449898
SX03098	101564	0.000413783591181812	Pseudomonas alcaliphila	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria				18.2172363853705
SX03098	562	0.000441395581481856	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria				19.4328818703202
SX03098	28101	0.000275855727454541	Phyllobacterium myrsinacearum	Phyllobacterium	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria				12.1448242569136
SX03098	210512	0.000229879772878784	Sandarakinorhabdus limnophila	Sandarakinorhabdus	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria				10.1206868807614
SX03098	329	0.000459759545757569	Ralstonia pickettii	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria				20.2413737615227
SX03098	587	0.00043677156846969	Providencia rettgeri	Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria				19.2293050734466
SX03098	659425	0.000347077564338931	Thermoclostridium caenicola	Thermoclostridium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				15.2804368475858
SX03098	131080	0.000229879772878784	Limnobacter thiooxidans	Limnobacter	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria				10.1206868807614
SX03098	unassigned	0												13704
SX03218	188913	0.666666666666667	Cetobacterium somerae	Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria				2
SX03218	850	0.333333333333333	Fusobacterium mortiferum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria				1
SX03218	unassigned	0												0
SX03207	13335	0.109376636141061	Anaerobiospirillum succiniciproducens	Anaerobiospirillum	Succinivibrionaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria				8897.46122016687
SX03207	179995	0.00755598465889541	Anaerobiospirillum thomasii	Anaerobiospirillum	Succinivibrionaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria				614.656684047165
SX03207	1550024	0.04598146801488	Ruthenibacterium lactatiformans	Ruthenibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				3740.45447860644
SX03207	1650663	0.0113821515208196	Fournierella massiliensis	Fournierella	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				925.903879764113
SX03207	52787	0.000560817102440752	Anaerofilum pentosovorans	Anaerofilum	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				45.6207888322478
SX03207	36835	0.147188990709613	[Clostridium] colinum	Tyzzerella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				11973.3828272549
SX03207	300419	0.169862603955626	Catellicoccus marimammalium	Catellicoccus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				13817.8132439783
SX03207	758823	0.00249137361861374	Vampirovibrio chlorellavorus	Vampirovibrio		Vampirovibrionales		Candidatus Melainabacteria	Terrabacteria group	Bacteria				202.665769753372
SX03207	850	0.106792723471737	Fusobacterium mortiferum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria				8687.26767625536
SX03207	1776391	0.0234639876162403	Romboutsia timonensis	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				1908.7250006183
SX03207	31971	0.0069171194883891	Amedibacillus dolichus	Amedibacillus	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria				562.686919021988
SX03207	39494	0.000249154175787049	Absiella tortuosum	Absiella	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria				20.267944737749
SX03207	1834207	0.000544514880628179	Erysipelotrichaceae bacterium I46		Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria				44.2946519944605
SX03207	329	0.00132042801798772	Ralstonia pickettii	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria				107.412857979247
SX03207	188913	0.166087429345576	Cetobacterium somerae	Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria				13510.7141149745
SX03207	1550	0.00272805411266517	Clostridium subterminale	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				221.919017902974
SX03207	1505	0.0120181396727411	Paeniclostridium sordellii	Paeniclostridium	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				977.639607958473
SX03207	261299	0.00033751637500249	Intestinibacter bartlettii	Intestinibacter	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				27.4559445573276
SX03207	433287	0.00525459091407529	Anaerotignum aminivorans	Anaerotignum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				427.445207087282
SX03207	160404	0.000425740936890742	Anaerotignum lactatifermentans	Anaerotignum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				34.6327479932512
SX03207	501571	0.0148610436364089	Butyricicoccus pullicaecorum	Butyricicoccus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				1208.90131669096
SX03207	29363	0.00802586862433705	Clostridium paraputrificum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				652.880334983946
SX03207	1559	0.000967635339332429	Clostridium tertium	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				78.7142319486751
SX03207	1520	0.000462770220313839	Clostridium beijerinckii	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				37.6449691118699
SX03207	1492	0.000319145784463514	Clostridium butyricum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				25.9615521287535
SX03207	84031	0.000134809312139652	Clostridium sartagoforme	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				10.9663331146243
SX03207	1075	0.00192030580915113	Rhodobacter blasticus	Rhodobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria				156.211116657017
SX03207	2494374	0.000529044403648759	Tabrizicola piscis	Tabrizicola	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria				43.0361751036156
SX03207	1063	0.000150206123689942	Rhodobacter sphaeroides	Rhodobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria				12.2188175438057
SX03207	2670345	0.000223858265404285	Rhodobacter thermarum	Rhodobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria				18.2101983158424
SX03207	909926	0.000181874566032192	Tabrizicola aquatica	Tabrizicola	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria				14.7949503230207
SX03207	56359	0.000137025549036461	Sandaracinobacter sibiricus	Sandaracinobacter	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria				11.146617337469
SX03207	248039	0.0120333345790201	Mucispirillum schaedleri	Mucispirillum	Deferribacteraceae	Deferribacterales	Deferribacteres	Deferribacteres		Bacteria				978.875667999552
SX03207	1414720	0.0185757335498117	Clostridium saudiense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				1511.08019707654
SX03207	1737	0.000194197754348368	[Eubacterium] tenue	Paeniclostridium	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				15.7974047229767
SX03207	2610895	0.0098035551901518	Flintibacter sp. KGMB00164	Flintibacter		Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				797.489804053279
SX03207	388640	0.00141969556065494	Bartonella australis	Bartonella	Bartonellaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria				115.487974772598
SX03207	351679	0.000284594772103406	Xenorhabdus hominickii	Xenorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria				23.1509309262958
SX03207	2172103	0.000164394999235543	Limnobaculum parvum	Limnobaculum	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria				13.3730400028137
SX03207	1778540	0.000522642820915585	Dickeya fangzhongdai	Dickeya	Pectobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria				42.5154255530201
SX03207	587	0.000174396208004923	Providencia rettgeri	Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria				14.1866083325764
SX03207	1712675	0.00851839639655566	Turicibacter sp. H121	Turicibacter	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria				692.945991670613
SX03207	154288	0.000313523082277918	Turicibacter sanguinis	Turicibacter	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria				25.5041621740618
SX03207	84024	0.000476995693610454	Clostridium disporicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				38.8021686881296
SX03207	1165	0.000571954903958425	Anabaena cylindrica	Anabaena	Nostocaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria				46.526815572306
SX03207	1164	0.000404395762159996	Trichormus azollae	Trichormus	Nostocaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria				32.8963820644292
SX03207	626937	0.000412415743662338	Christensenella minuta	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				33.5487834997002
SX03207	1805714	0.000265764590503958	Christensenella massiliensis	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				21.6191521437255
SX03207	1816678	0.000255760871711373	Christensenella timonensis	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				20.8053796311051
SX03207	2086585	0.000959502744414173	Christensenella sp. Marseille-P3954	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				78.0526697498597
SX03207	687525	0.000149482417130685	Rubellimicrobium roseum	Rubellimicrobium	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria				12.1599461863298
SX03207	988946	0.000486064856908169	Loriellopsis cavernicola	Loriellopsis	Symphyonemataceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria				39.5399179149088
SX03207	1752063	0.00033269051827704	Fischerella sp. NIES-3754	Fischerella	Hapalosiphonaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria				27.0633755902824
SX03207	1354360	0.000677779898047313	Planktothrix spiroides	Planktothrix	Microcoleaceae	Oscillatoriales		Cyanobacteria	Terrabacteria group	Bacteria				55.1353613664548
SX03207	1173025	0.00115568097666124	Geitlerinema sp. PCC 7407	Geitlerinema	Coleofasciculaceae	Oscillatoriales		Cyanobacteria	Terrabacteria group	Bacteria				94.0111804084622
SX03207	29356	0.000450795857555758	Clostridium chartatabidum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				36.6708906245882
SX03207	201	0.0193828867546122	Campylobacter lari	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria				1576.73968882744
SX03207	666702	0.000286507966167146	Undibacterium oligocarboniphilum	Undibacterium	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria				23.3065635237988
SX03207	155978	0.0001694961632358	Acaryochloris marina	Acaryochloris	Acaryochloridaceae	Synechococcales		Cyanobacteria	Terrabacteria group	Bacteria				13.7880043907426
SX03207	1547922	0.000442312556684921	Ideonella sakaiensis	Ideonella		Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria				35.9807995486483
SX03207	34029	0.00144353936019843	Leptothrix cholodnii	Leptothrix		Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria				117.427596334062
SX03207	2082386	0.00223605179176343	Methylibium sp. Pch-M	Methylibium		Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria				181.89610510458
SX03207	47994	0.000904637100175523	Leptothrix mobilis	Leptothrix		Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria				73.5895141879783
SX03207	28068	0.00140079428568354	Rubrivivax gelatinosus	Rubrivivax		Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria				113.950412757499
SX03207	89	0.000239838986514337	Leptothrix discophora	Leptothrix		Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria				19.5101820359818
SX03207	343013	0.000347593343359021	Acidovorax caeni	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria				28.2756757022262
SX03207	2478662	0.000306900904172529	Acidovorax sp. 1608163	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria				24.9654678517227
SX03207	316	0.00153219477576578	Pseudomonas stutzeri	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria		Pseudomonas stutzeri subgroup	Pseudomonas stutzeri group	124.639448424219
SX03207	300	0.000157812929675966	Pseudomonas mendocina	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria			Pseudomonas aeruginosa group	12.8376083903508
SX03207	1352	0.00123237086122067	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				100.249672447718
