sample	tax_id	abundance	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species_subgroup	species_group	estimated_counts	gene.count	new.count	new.abundance
SX03098	1562124	0.000841065997929641	Hymenobacter glacieicola	Hymenobacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	FCB group	Bacteria	NA			37.0287716248504	3	12.3429238749501	6.02357079430144e-05
SX03098	45362	0.000569534568481825	Mycoplasma bovoculi	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			25.0743289119808	2	12.5371644559904	6.11836372204499e-05
SX03098	28901	0.0031303422347712	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			137.816447228037	7	19.6880638897196	9.60813238775117e-05
SX03098	1268548	0.000635628831996358	Taibaiella koreensis	Taibaiella	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	FCB group	Bacteria	NA			27.9841949574716	2.5	11.1936779829886	5.46271794772921e-05
SX03098	1649169	0.000396225184003778	Taibaiella soli	Taibaiella	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	FCB group	Bacteria	NA			17.4442099509503	2.5	6.97768398038012	3.40523638174448e-05
SX03098	1707527	0.000342686561211714	Brevibacillus sediminis	Brevibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			15.0871185439069	13	1.16054758030053	5.66368275533395e-06
SX03098	59803	0.00101147100066665	Sphingomonas echinoides	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			44.53102227535	2	22.265511137675	0.000108659734085603
SX03098	171286	0.00056822755764473	Mycoplasma lagogenitalium	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			25.0167864528669	2	12.5083932264334	6.10432284001159e-05
SX03098	1842539	0.000367807636606055	Bosea sp. RAC05	Bosea	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			16.1930990092182	2	8.0965495046091	3.95126305765831e-05
SX03098	1776391	0.000914625309345641	Romboutsia timonensis	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			40.2672938692512	16	2.5167058668282	1.22819812476034e-05
SX03098	300419	0.00503436701778777	Catellicoccus marimammalium	Catellicoccus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			221.643042325125	6	36.9405070541875	0.000180276376709963
SX03098	1465	0.000463955004276197	Brevibacillus laterosporus	Brevibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			20.4260830182639	12	1.70217358485532	8.30691592725013e-06
SX03098	454144	0.000439872208815061	Persicirhabdus sediminis	Persicirhabdus	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	PVC group	Bacteria	NA			19.3658138652919	2	9.68290693264595	4.72543426455028e-05
SX03098	316	0.00105744695524241	Pseudomonas stutzeri	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA	Pseudomonas stutzeri subgroup	Pseudomonas stutzeri group	46.5551596515023	4	11.6387899128756	5.67994064538381e-05
SX03098	654	0.00149421863473035	Aeromonas veronii	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			65.7844696126384	10	6.57844696126384	3.21040147287549e-05
SX03098	1368474	0.000617511821849169	Romboutsia sedimentorum	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			27.1865754687315	16	1.69916096679572	8.29221380452615e-06
SX03098	499059	0.000865289227755289	Spongitalea numazuensis	Spongitalea	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	FCB group	Bacteria	NA			38.0952235411544	3	12.6984078470515	6.19705342239555e-05
SX03098	1763828	0.00032228605797078	Hankyongella ginsenosidimutans	Hankyongella	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			14.1889659882216	1	14.1889659882216	6.92447283916619e-05
SX03098	2499629	0.00035716904556212	Edaphocola flava	Edaphocola	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	FCB group	Bacteria	NA			15.7247243999179	2.5	6.28988975996716	3.06958032321713e-05
SX03098	980427	0.000850555159651502	Deinococcus wulumuqiensis	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Terrabacteria group	Bacteria	NA			37.446541458817	3	12.4821804862723	6.09153054722321e-05
SX03098	106649	0.000689639318636353	Acinetobacter guillouiae	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			30.3620606422841	7	4.33743723461201	2.11674806660266e-05
SX03098	1610899	0.000600208421371573	Roseimarinus sediminis	Roseimarinus	Prolixibacteraceae	Marinilabiliales	Bacteroidia	Bacteroidetes	FCB group	Bacteria	NA			26.4247759593049	2	13.2123879796524	6.44788505248198e-05
SX03098	2528020	0.000477840328165937	Planctomycetes bacterium KS4					Planctomycetes	PVC group	Bacteria	NA			2	NA	NA	NA
SX03098	70998	0.00125476142322756	Lewinella persica	Lewinella	Lewinellaceae	Saprospirales	Saprospiria	Bacteroidetes	FCB group	Bacteria	NA			55.2421264190167	2.5	22.0968505676067	0.00010783663990281
SX03098	293069	0.000931485121339287	Leptospira yanagawae	Leptospira	Leptospiraceae	Leptospirales	Spirochaetia	Spirochaetes		Bacteria	NA			41.0095639520835	2	20.5047819760417	0.00010006705631967
SX03098	360055	0.000807283807922057	Zavarzinella formosa	Zavarzinella	Gemmataceae	Gemmatales	Planctomycetia	Planctomycetes	PVC group	Bacteria	NA			35.5414769275765	3	11.8471589758588	5.78162852865507e-05
SX03098	869555	0.00380966949507456	Paenibacillus aceris	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			167.724509190152	10	16.7724509190152	8.18526035874482e-05
SX03098	1036180	0.000300224422690228	Massilia lurida	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			13.21768043336	7	1.88824006190857	9.21495409416382e-06
SX03098	1490	0.00113706805322357	Paraclostridium bifermentans	Paraclostridium	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			50.0605581112207	16.5	3.03397321886186	1.48063397757145e-05
SX03098	162160	0.000252867750166663	Pseudoalteromonas telluritireducens	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			11.1327555688375	9	1.23697284098194	6.03665189364463e-06
SX03098	863372	0.000666651341348475	Herbaspirillum huttiense	Herbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			29.349991954208	4	7.337497988552	3.58083214600284e-05
SX03098	34071	0.000367811882667198	Telluria mixta	Telluria	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			16.193285946306	6	2.698880991051	1.31710289066786e-05
SX03098	582	0.000921107393972916	Morganella morganii	Morganella	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			40.5526741270516	7	5.79323916100737	2.82720581996528e-05
SX03098	2497860	0.00126433875083331	Cellulosilyticum sp. WCF-2	Cellulosilyticum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			55.6637778441875	11	5.06034344038068	2.46953941103644e-05
SX03098	360056	0.000501142336889216	Schlesneria paludicola	Schlesneria	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	PVC group	Bacteria	NA			22.0632925238846	2	11.0316462619423	5.3836435280428e-05
SX03098	713059	0.00070742773328637	Candidatus Saccharibacteria bacterium oral taxon 488					Candidatus Saccharibacteria	Bacteria candidate phyla	Bacteria	NA			1	NA	NA	NA
SX03098	732238	0.00029884370474242	Povalibacter uvarum	Povalibacter	Steroidobacteraceae	Nevskiales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			13.1568929449898	1	13.1568929449898	6.42080246869475e-05
SX03098	1534	0.000593876527134951	Clostridium kluyveri	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			26.1460079836434	7	3.73514399766334	1.82281803928943e-05
SX03098	392589	0.000252867750166663	Perlucidibaca piscinae	Perlucidibaca	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			11.1327555688375	6	1.85545926147292	9.05497784046694e-06
SX03098	94869	0.000321831682030298	Clostridium gasigenes	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			14.1689616330659	12	1.18074680275549	5.76225862575169e-06
SX03098	282199	0.000322000112795826	Nereida ignava	Nereida	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			14.176376965949	3	4.72545898864967	2.30610972262959e-05
SX03098	1592105	0.00142185638823767	Tellurimicrobium multivorans	Tellurimicrobium	Blastocatellaceae	Blastocatellales	Blastocatellia	Acidobacteria		Bacteria	NA			62.5986493485518	1	62.5986493485518	0.000305492766380832
SX03098	93973	0.000392487891956618	Shewanella japonica	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			17.2796719312821	8	2.15995899141026	1.0540991769343e-05
SX03098	666	0.000229879772878784	Vibrio cholerae	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			10.1206868807614	9	1.12452076452904	5.48786535785877e-06
SX03098	232348	0.00029884370474242	Synechococcus sp. CB0101	Synechococcus	Synechococcaceae	Synechococcales		Cyanobacteria	Terrabacteria group	Bacteria	NA			13.1568929449898	3	4.38563098166327	2.14026748956492e-05
SX03098	101564	0.000413783591181812	Pseudomonas alcaliphila	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			18.2172363853705	4	4.55430909634263	2.2225854699328e-05
SX03098	562	0.000441395581481856	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			19.4328818703202	7	2.77612598147431	1.3547998474857e-05
SX03098	28101	0.000275855727454541	Phyllobacterium myrsinacearum	Phyllobacterium	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			12.1448242569136	3	4.04827475230453	1.97563152882914e-05
SX03098	210512	0.000229879772878784	Sandarakinorhabdus limnophila	Sandarakinorhabdus	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			10.1206868807614	2	5.0603434403807	2.46953941103645e-05
SX03098	329	0.000459759545757569	Ralstonia pickettii	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			20.2413737615227	2.5	8.09654950460908	3.9512630576583e-05
SX03098	587	0.00043677156846969	Providencia rettgeri	Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			19.2293050734466	7	2.74704358192094	1.34060710884835e-05
SX03098	659425	0.000347077564338931	Thermoclostridium caenicola	Thermoclostridium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			15.2804368475858	3	5.09347894919527	2.48571014053068e-05
SX03098	131080	0.000229879772878784	Limnobacter thiooxidans	Limnobacter	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			10.1206868807614	2	5.0603434403807	2.46953941103645e-05
SX03098	unassigned	0									NA			13704	1	13704	0.0668780063795382
SX03218	188913	0.666666666666667	Cetobacterium somerae	Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria	NA			2	10	0.2	9.76036286916786e-07
SX03218	850	0.333333333333333	Fusobacterium mortiferum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria	NA			1	8	0.125	6.10022679322991e-07
SX03218	unassigned	0									NA			0	1	0	0
SX03207	13335	0.109376636141061	Anaerobiospirillum succiniciproducens	Anaerobiospirillum	Succinivibrionaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			8897.46122016687	7	1271.06588859527	0.00620303215165555
SX03207	179995	0.00755598465889541	Anaerobiospirillum thomasii	Anaerobiospirillum	Succinivibrionaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			614.656684047165	7	87.8080977210236	0.000428519448304271
SX03207	1550024	0.04598146801488	Ruthenibacterium lactatiformans	Ruthenibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			3740.45447860644	2	1870.22723930322	0.00912704825170073
SX03207	1650663	0.0113821515208196	Fournierella massiliensis	Fournierella	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			925.903879764113	9	102.878208862679	0.000502064324914895
SX03207	52787	0.000560817102440752	Anaerofilum pentosovorans	Anaerofilum	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			45.6207888322478	9	5.06897653691642	2.47375251878011e-05
SX03207	36835	0.147188990709613	[Clostridium] colinum	Tyzzerella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			11973.3828272549	5	2394.67656545098	0.0116864561165471
SX03207	300419	0.169862603955626	Catellicoccus marimammalium	Catellicoccus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			13817.8132439783	6	2302.96887399638	0.0112389059433018
SX03207	758823	0.00249137361861374	Vampirovibrio chlorellavorus	Vampirovibrio		Vampirovibrionales		Candidatus Melainabacteria	Terrabacteria group	Bacteria	NA			202.665769753372	NA	NA	NA
SX03207	850	0.106792723471737	Fusobacterium mortiferum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria	NA			8687.26767625536	8	1085.90845953192	0.00529943030386531
SX03207	1776391	0.0234639876162403	Romboutsia timonensis	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			1908.7250006183	16	119.295312538644	0.000582182769483977
SX03207	31971	0.0069171194883891	Amedibacillus dolichus	Amedibacillus	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria	NA			562.686919021988	5	112.537383804398	0.000549202851138868
SX03207	39494	0.000249154175787049	Absiella tortuosum	Absiella	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria	NA			20.267944737749	5	4.0535889475498	1.97822495252672e-05
SX03207	1834207	0.000544514880628179	Erysipelotrichaceae bacterium I46		Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria	NA			44.2946519944605	5	8.8589303988921	4.32331876629445e-05
SX03207	329	0.00132042801798772	Ralstonia pickettii	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			107.412857979247	2.5	42.9651431916988	0.000209677694138369
SX03207	188913	0.166087429345576	Cetobacterium somerae	Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria	NA			13510.7141149745	10	1351.07141149745	0.00659347361918696
SX03207	1550	0.00272805411266517	Clostridium subterminale	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			221.919017902974	10	22.1919017902974	0.000108300507115119
SX03207	1505	0.0120181396727411	Paeniclostridium sordellii	Paeniclostridium	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			977.639607958473	17	57.5082122328513	0.000280650509674874
SX03207	261299	0.00033751637500249	Intestinibacter bartlettii	Intestinibacter	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			27.4559445573276	12	2.2879953797773	1.1165832574803e-05
SX03207	433287	0.00525459091407529	Anaerotignum aminivorans	Anaerotignum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			427.445207087282	7	61.0636010124689	0.000298001451989891
SX03207	160404	0.000425740936890742	Anaerotignum lactatifermentans	Anaerotignum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			34.6327479932512	7	4.94753542760731	2.41448705407555e-05
SX03207	501571	0.0148610436364089	Butyricicoccus pullicaecorum	Butyricicoccus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			1208.90131669096	10	120.890131669096	0.000589965776195929
SX03207	29363	0.00802586862433705	Clostridium paraputrificum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			652.880334983946	10	65.2880334983946	0.000318617448979359
SX03207	1559	0.000967635339332429	Clostridium tertium	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			78.7142319486751	10	7.87142319486751	3.84139733393458e-05
SX03207	1520	0.000462770220313839	Clostridium beijerinckii	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			37.6449691118699	15	2.50966460745799	1.22476186243489e-05
SX03207	1492	0.000319145784463514	Clostridium butyricum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			25.9615521287535	12	2.16346267739612	1.05580903926438e-05
SX03207	84031	0.000134809312139652	Clostridium sartagoforme	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			10.9663331146243	10	1.09663331146243	5.35176952714525e-06
SX03207	1075	0.00192030580915113	Rhodobacter blasticus	Rhodobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			156.211116657017	4	39.0527791642542	0.0001905846478463
SX03207	2494374	0.000529044403648759	Tabrizicola piscis	Tabrizicola	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			43.0361751036156	2	21.5180875518078	0.000105012171378084
SX03207	1063	0.000150206123689942	Rhodobacter sphaeroides	Rhodobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			12.2188175438057	4	3.05470438595143	1.49075116324623e-05
SX03207	2670345	0.000223858265404285	Rhodobacter thermarum	Rhodobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			18.2101983158424	4	4.5525495789606	2.22172679352664e-05
SX03207	909926	0.000181874566032192	Tabrizicola aquatica	Tabrizicola	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			14.7949503230207	2	7.39747516151035	3.61010209459986e-05
SX03207	56359	0.000137025549036461	Sandaracinobacter sibiricus	Sandaracinobacter	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			11.146617337469	1	11.146617337469	5.43975149887276e-05
SX03207	248039	0.0120333345790201	Mucispirillum schaedleri	Mucispirillum	Deferribacteraceae	Deferribacterales	Deferribacteres	Deferribacteres		Bacteria	NA			978.875667999552	2	489.437833999776	0.00238854543086868
SX03207	1414720	0.0185757335498117	Clostridium saudiense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			1511.08019707654	10	151.108019707654	0.000737434552394036
SX03207	1737	0.000194197754348368	[Eubacterium] tenue	Paeniclostridium	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			15.7974047229767	17	0.929259101351571	4.53495301433408e-06
SX03207	2610895	0.0098035551901518	Flintibacter sp. KGMB00164	Flintibacter		Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			797.489804053279	3	265.829934684426	0.0012972983120036
SX03207	388640	0.00141969556065494	Bartonella australis	Bartonella	Bartonellaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			115.487974772598	2	57.743987386299	0.000281801135201465
SX03207	351679	0.000284594772103406	Xenorhabdus hominickii	Xenorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			23.1509309262958	7	3.30727584661369	1.6140106185692e-05
SX03207	2172103	0.000164394999235543	Limnobaculum parvum	Limnobaculum	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			13.3730400028137	7	1.91043428611624	9.3232659350971e-06
SX03207	1778540	0.000522642820915585	Dickeya fangzhongdai	Dickeya	Pectobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			42.5154255530201	7	6.07363222186001	2.9640427209612e-05
SX03207	587	0.000174396208004923	Providencia rettgeri	Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			14.1866083325764	7	2.0266583332252	9.89046037205044e-06
SX03207	1712675	0.00851839639655566	Turicibacter sp. H121	Turicibacter	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria	NA			692.945991670613	12	57.7454993058844	0.000281808513643356
SX03207	154288	0.000313523082277918	Turicibacter sanguinis	Turicibacter	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria	NA			25.5041621740618	8	3.18802027175773	1.55581173433093e-05
SX03207	84024	0.000476995693610454	Clostridium disporicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			38.8021686881296	10	3.88021686881296	1.89361623253404e-05
SX03207	1165	0.000571954903958425	Anabaena cylindrica	Anabaena	Nostocaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria	NA			46.526815572306	4	11.6317038930765	5.67648253915696e-05
SX03207	1164	0.000404395762159996	Trichormus azollae	Trichormus	Nostocaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria	NA			32.8963820644292	4	8.2240955161073	4.01350782539518e-05
SX03207	626937	0.000412415743662338	Christensenella minuta	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			33.5487834997002	2	16.7743917498501	8.18620751940563e-05
SX03207	1805714	0.000265764590503958	Christensenella massiliensis	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			21.6191521437255	2.5	8.6476608574902	4.22021539693018e-05
SX03207	1816678	0.000255760871711373	Christensenella timonensis	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			20.8053796311051	2.5	8.32215185244204	4.06136109660759e-05
SX03207	2086585	0.000959502744414173	Christensenella sp. Marseille-P3954	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			78.0526697498597	3	26.0175565832866	0.000126970396610992
SX03207	687525	0.000149482417130685	Rubellimicrobium roseum	Rubellimicrobium	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			12.1599461863298	3	4.05331539544327	1.97809145413555e-05
SX03207	988946	0.000486064856908169	Loriellopsis cavernicola	Loriellopsis	Symphyonemataceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria	NA			39.5399179149088	4	9.8849794787272	4.82404933333276e-05
SX03207	1752063	0.00033269051827704	Fischerella sp. NIES-3754	Fischerella	Hapalosiphonaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria	NA			27.0633755902824	4	6.7658438975706	3.3018545778217e-05
SX03207	1354360	0.000677779898047313	Planktothrix spiroides	Planktothrix	Microcoleaceae	Oscillatoriales		Cyanobacteria	Terrabacteria group	Bacteria	NA			55.1353613664548	4	13.7838403416137	6.72676417324122e-05
SX03207	1173025	0.00115568097666124	Geitlerinema sp. PCC 7407	Geitlerinema	Coleofasciculaceae	Oscillatoriales		Cyanobacteria	Terrabacteria group	Bacteria	NA			94.0111804084622	3	31.3370601361541	0.000152930539090899
SX03207	29356	0.000450795857555758	Clostridium chartatabidum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			36.6708906245882	10	3.66708906245882	1.78960599615773e-05
SX03207	201	0.0193828867546122	Campylobacter lari	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			1576.73968882744	3	525.579896275813	0.00256492525219577
SX03207	666702	0.000286507966167146	Undibacterium oligocarboniphilum	Undibacterium	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			23.3065635237988	4	5.8266408809497	2.84350646531985e-05
SX03207	155978	0.0001694961632358	Acaryochloris marina	Acaryochloris	Acaryochloridaceae	Synechococcales		Cyanobacteria	Terrabacteria group	Bacteria	NA			13.7880043907426	2	6.8940021953713	3.36439815238319e-05
SX03207	1547922	0.000442312556684921	Ideonella sakaiensis	Ideonella		Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			35.9807995486483	3	11.9935998495494	5.85309433195998e-05
SX03207	34029	0.00144353936019843	Leptothrix cholodnii	Leptothrix		Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			117.427596334062	2	58.713798167031	0.000286533987768653
SX03207	2082386	0.00223605179176343	Methylibium sp. Pch-M	Methylibium		Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			181.89610510458	1	181.89610510458	0.000887685995154499
SX03207	47994	0.000904637100175523	Leptothrix mobilis	Leptothrix		Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			73.5895141879783	2	36.7947570939891	0.000179565090460111
SX03207	28068	0.00140079428568354	Rubrivivax gelatinosus	Rubrivivax		Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			113.950412757499	3	37.9834709191663	0.000185366229600774
SX03207	89	0.000239838986514337	Leptothrix discophora	Leptothrix		Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			19.5101820359818	2	9.7550910179909	4.76066140786757e-05
SX03207	343013	0.000347593343359021	Acidovorax caeni	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			28.2756757022262	3	9.4252252340754	4.59968092041068e-05
SX03207	2478662	0.000306900904172529	Acidovorax sp. 1608163	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			24.9654678517227	4	6.24136696293067	3.04590031789198e-05
SX03207	316	0.00153219477576578	Pseudomonas stutzeri	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA	Pseudomonas stutzeri subgroup	Pseudomonas stutzeri group	124.639448424219	4	31.1598621060547	0.000152065780554164
SX03207	300	0.000157812929675966	Pseudomonas mendocina	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA		Pseudomonas aeruginosa group	12.8376083903508	4	3.2094020975877	1.56624645327622e-05
